시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
경기도 평택시 신장동,267-293,267,293,신미,37.8,202201,9,"4,300",4,1988,송월로15번길 30,,중개거래,경기 평택시
경기도 평택시 안중읍 송담리,850,850,0,송담지엔하임1차,74.8585,202201,6,"48,000",3,2018,송담1로 85,,중개거래,경기 평택시
경기도 평택시 안중읍 현화리,828-1,828,1,늘푸른사랑마을,59.87,202201,5,"20,500",12,1999,안현로서7길 79,,중개거래,경기 평택시
경기도 평택시 안중읍 현화리,824-1,824,1,현대(824-5),84.726,202201,8,"25,500",15,2002,안현로서6길 111,,중개거래,경기 평택시
경기도 평택시 용이동,650,650,0,평택비전센트럴푸르지오,75.4125,202201,13,"49,000",18,2018,용죽2로 24,,직거래,-
경기도 평택시 용이동,652,652,0,평택비전에듀포레푸르지오,84.955,202201,3,"58,000",11,2018,용죽2로 30,,중개거래,경기 평택시
경기도 평택시 용이동,648,648,0,평택비전푸르지오,84.975,202201,14,"46,500",5,2016,용죽1로 14,,중개거래,경기 평택시
경기도 평택시 이충동,592,592,0,미주3(이충),84.97,202201,8,"25,500",12,1996,이충로 60,,중개거래,경기 평택시
경기도 평택시 이충동,674,674,0,정암마을뜨란채,84.91,202201,7,"38,500",10,2006,이충로35번길 19,,직거래,-
경기도 평택시 죽백동,722,722,0,평택소사벌반도유보라아이비파크,84.8976,202201,3,"46,500",3,2016,비전2로 297,,중개거래,경기 평택시
경기도 평택시 죽백동,721,721,0,평택소사벌중흥에스-클래스에코시티,84.9939,202201,11,"48,000",14,2017,비전3로 115,,중개거래,경기 평택시
경기도 평택시 지산동,750-1,750,1,THEH,49.67,202201,8,"15,000",9,2017,지산1로70번길 11,,중개거래,경기 평택시
경기도 평택시 지산동,1029,1029,0,삼익아파트,66.57,202201,7,"21,000",2,1992,지산천로 51,,중개거래,경기 평택시
경기도 평택시 지산동,1093,1093,0,한양청솔,59.65,202201,7,"16,500",7,1996,지산2로 27,,중개거래,경기 평택시
경기도 평택시 진위면 가곡리,406-1,406,1,서원양지마을,46.84,202201,3,"6,000",1,1993,가곡5길 120-18,,직거래,-
경기도 평택시 진위면 견산리,374,374,0,청도,55.98,202201,5,"7,000",4,1992,견산1길 3-5,,직거래,-
경기도 평택시 진위면 견산리,374,374,0,청도,43.03,202201,5,"6,700",4,1992,견산1길 3-5,,중개거래,경기 평택시
경기도 평택시 진위면 견산리,27-15,27,15,한승아파트,34.4,202201,7,"8,700",9,2000,동부대로 41,,중개거래,경기 평택시
경기도 평택시 진위면 견산리,27-15,27,15,한승아파트,34.4,202201,13,"7,900",13,2000,동부대로 41,,중개거래,경기 평택시
경기도 평택시 청북읍 옥길리,1110,1110,0,부영사랑으로1단지,59.9605,202201,4,"18,900",13,2011,12,,중개거래,경기 평택시
경기도 평택시 청북읍 옥길리,1110,1110,0,부영사랑으로1단지,59.9605,202201,6,"19,950",10,2011,12,,중개거래,경기 평택시
경기도 평택시 청북읍 옥길리,1110,1110,0,부영사랑으로1단지,59.9605,202201,14,"16,000",7,2011,12,,직거래,-
경기도 평택시 칠원동,499,499,0,동광,59.854,202201,3,"19,000",11,2003,원칠원길 56,,중개거래,경기 평택시
경기도 평택시 칠원동,499,499,0,동광,59.854,202201,7,"19,000",15,2003,원칠원길 56,,중개거래,경기 평택시
경기도 평택시 칠원동,499,499,0,동광,84.929,202201,11,"27,850",11,2003,원칠원길 56,,중개거래,경기 평택시
경기도 평택시 통복동,539-2,539,2,동아2,84.908,202201,3,"23,000",3,1994,통복시장로48번길 43,,직거래,-
경기도 평택시 팽성읍 송화리,790-1,790,1,대원,59.97,202201,5,"16,050",6,2002,부용로 36,,중개거래,경기 평택시
경기도 평택시 팽성읍 송화리,788-1,788,1,송화지구우미이노스빌,80.9879,202201,5,"19,500",1,2005,팽성송화로 154,,중개거래,경기 평택시
경기도 평택시 팽성읍 안정리,213,213,0,주공,39.27,202201,8,"7,000",1,1990,안정순환로80번길 14,,중개거래,경기 평택시
경기도 평택시 팽성읍 평궁리,305-1,305,1,성두,59.88,202201,3,"6,600",1,1995,평궁길 76,,중개거래,경기 평택시
경기도 평택시 평택동,202-30,202,30,세문,59.31,202201,9,"14,000",12,1994,원평로 22,,중개거래,경기 평택시
경기도 평택시 포승읍 도곡리,1117-10,1117,10,서평택삼익마에스트로,23.31,202201,4,"5,300",9,2015,여술1길 96,,중개거래,경기 평택시
경기도 평택시 포승읍 도곡리,1118-7,1118,7,지예타워Ⅲ,22.97,202201,4,"4,000",17,2013,여술1길 83,,직거래,-
경기도 평택시 포승읍 만호리,574-7,574,7,더스위트하버,25.49,202201,4,"3,900",8,2017,평택항로184번길 3-40,,중개거래,경기 평택시
경기도 평택시 포승읍 만호리,575-1,575,1,스마트빌듀오3차,30.59,202201,11,"4,500",5,2014,평택항로184번길 3-33,,중개거래,경기 평택시
경기도 평택시 합정동,835,835,0,주공,39.69,202201,8,"30,000",1,1989,중앙2로 94,,중개거래,경기 평택시
경기도 평택시 합정동,870,870,0,참이슬,59.9838,202201,13,"22,700",7,1999,참이슬길 13,,중개거래,경기 평택시
경기도 포천시 신북면 기지리,101-3,101,3,후레쉬빌,53.008,202201,3,"8,700",9,2003,호국로 2135-14,,중개거래,경기 포천시
경기도 포천시 신북면 기지리,101-3,101,3,후레쉬빌,49.968,202201,4,"7,900",13,2003,호국로 2135-14,,중개거래,경기 포천시
경기도 포천시 신북면 기지리,101-3,101,3,후레쉬빌,49.968,202201,11,"7,950",15,2003,호국로 2135-14,,중개거래,경기 포천시
경기도 포천시 신읍동,698,698,0,포천극동2차스타클래스,108.194,202201,8,"25,950",3,2008,왕방로118번길 10,,중개거래,경기 포천시
경기도 하남시 망월동,946,946,0,미사강변도시12단지,74.96,202201,10,"87,000",7,2015,미사강변동로 177,,중개거래,경기 하남시
경기도 하남시 망월동,904,904,0,미사강변한신휴플러스,74.61,202201,6,"85,000",8,2015,미사강변한강로 170,,중개거래,경기 하남시
경기도 하남시 망월동,904,904,0,미사강변한신휴플러스,84.92,202201,10,"64,000",11,2015,미사강변한강로 170,,직거래,-
경기도 하남시 선동,427,427,0,미사강변더샵리버포레,98.78,202201,10,"70,000",10,2016,미사강변북로 65,,직거래,-
경기도 하남시 신장동,577,577,0,하남호반써밋에듀파크,59.8536,202201,7,"58,500",4,2021,하남유니온로 10,,중개거래,경기 성남중원구
경기도 하남시 창우동,520,520,0,은행,134.98,202201,8,"107,000",9,1994,대청로116번길 30,,직거래,-
경기도 화성시 남양읍 남양리,2047,2047,0,남양우림필유,84.861,202201,3,"40,500",12,2009,역골동로 94,,중개거래,경기 안산단원구
경기도 화성시 반송동,98,98,0,METAPOLIS,107.778,202201,6,"115,000",31,2010,동탄중앙로 200,,중개거래,경기 화성시
경기도 화성시 반송동,101,101,0,동탄시범다은마을 메타역 롯데캐슬,103.295,202201,5,"75,000",7,2007,메타폴리스로 22,,중개거래,경기 화성시
경기도 화성시 반송동,80,80,0,동탄시범다은마을 월드메르디앙 반도유보라,59.07,202201,8,"70,000",17,2007,동탄중앙로 189,,직거래,-
경기도 화성시 반송동,132,132,0,솔빛마을경남아너스빌,128.4145,202201,3,"92,200",4,2007,동탄반석로 96,,중개거래,경기 화성시
경기도 화성시 병점동,500-1,500,1,병점성호,84.965,202201,5,"38,000",1,2001,10용사로 221,,중개거래,경기 화성시
경기도 화성시 병점동,858,858,0,정든마을신창2차,122.709,202201,6,"64,000",9,2004,병점2로 102,,중개거래,경기 화성시
경기도 화성시 봉담읍 와우리,10,10,0,동보와우리아파트,24.3616,202201,5,"7,400",12,1999,와우로34번길 48,,중개거래,경기 화성시
경기도 화성시 봉담읍 와우리,589,589,0,봉담그대가3단지,115.461,202201,10,"53,000",10,2008,와우로15번길 10,,중개거래,경기 화성시
경기도 화성시 봉담읍 유리,100-1,100,1,봉담베스트빌,84.9692,202201,10,"24,000",1,2003,유리마을길 79,,직거래,-
경기도 화성시 봉담읍 유리,100-1,100,1,봉담베스트빌,84.9692,202201,12,"23,500",1,2003,유리마을길 79,,중개거래,경기 화성시
경기도 화성시 석우동,53,53,0,우미린제일풍경채,96.1628,202201,7,"73,000",8,2008,동탄반석로 277,,중개거래,경기 화성시
경기도 화성시 송산면 사강리,693-1,693,1,화성사강영도엘리시아,59.39,202201,4,"22,800",4,2019,사강시장길43번길 3,,직거래,-
경기도 화성시 영천동,지구BL 1-5,1,5,동탄파크푸르지오,74.76,202201,7,"62,500",15,2018,동탄대로24가길 27,,중개거래,경기 화성시
경기도 화성시 오산동,1001,1001,0,동탄역더샵센트럴시티2차,74.85,202201,8,"76,000",7,2018,동탄감배산로 19,,중개거래,경기 화성시
경기도 화성시 오산동,1020,1020,0,동탄역린스트라우스,93.8026,202201,11,"135,000",36,2018,동탄대로 469-12,,중개거래,경기 화성시
경기도 화성시 오산동,1044,1044,0,반도유보라아이비파크3,74.9535,202201,8,"71,500",15,2016,동탄대로12길 17,,중개거래,경기 화성시
경기도 화성시 장지동,917,917,0,LH동탄호수하우스디,84.97,202201,10,"50,000",13,2021,동탄대로1길 66,,중개거래,경기 화성시
경기도 화성시 청계동,550,550,0,KCC스위첸아파트,84.01,202201,11,"67,000",1,2015,동탄청계로 303-14,,중개거래,경기 화성시
경기도 화성시 청계동,538,538,0,동탄2신도시센트럴푸르지오,59.4313,202201,4,"63,000",2,2015,동탄순환대로21길 54,,중개거래,경기 화성시
경기도 화성시 청계동,525,525,0,동탄역시범호반써밋,84.9537,202201,12,"104,000",14,2015,동탄대로시범길 122,,중개거래,경기 화성시
경기도 화성시 향남읍 행정리,480,480,0,향남시범살구꽃마을풍림아이원,84.9878,202201,4,"40,000",4,2008,행정동로 64,,직거래,-
경상남도 거제시 거제면 옥산리,1515,1515,0,거제오션파크자이,84.9435,202201,6,"22,463",1,2017,두동로 259-90,,직거래,-
경상남도 거제시 거제면 옥산리,1515,1515,0,거제오션파크자이,84.9604,202201,11,"23,000",17,2017,두동로 259-90,,중개거래,제주 제주시
경상남도 거제시 고현동,1062,1062,0,거제2차덕산베스트타운,59.76,202201,4,"12,900",4,2002,중곡2로 89,,중개거래,경남 거제시
경상남도 거제시 고현동,1062,1062,0,거제2차덕산베스트타운,39.6,202201,4,"8,000",5,2002,중곡2로 89,,중개거래,경남 거제시
경상남도 거제시 고현동,1062,1062,0,거제2차덕산베스트타운,59.31,202201,11,"13,100",13,2002,중곡2로 89,,중개거래,경남 거제시
경상남도 거제시 고현동,963-1,963,1,고현주공,39.69,202201,7,"19,000",5,1989,고현로13길 30-8,,중개거래,경남 거제시
경상남도 거제시 고현동,1039,1039,0,덕산베스트타운,59.31,202201,8,"13,200",10,1998,중곡로 42,,중개거래,경남 거제시
경상남도 거제시 고현동,483,483,0,삼도,84.9,202201,11,"10,700",4,1996,계룡로8길 6,,중개거래,경남 거제시
경상남도 거제시 고현동,1,1,0,스타힐스센트럴,84.991,202201,7,"29,000",12,2015,고현로 138-37,,중개거래,경남 거제시
경상남도 거제시 고현동,414-2,414,2,주영에이스빌,84.563,202201,8,"18,000",8,2004,거제중앙로7길 18,,중개거래,경남 거제시
경상남도 거제시 능포동,224,224,0,옥명대우,84.962,202201,13,"14,900",15,1999,능포로2길 38,,직거래,-
경상남도 거제시 덕포동,789,789,0,거제옥포도뮤토2단지,84.98,202201,12,"22,500",11,2017,성산로 169,,직거래,-
경상남도 거제시 문동동,756,756,0,거제센트럴푸르지오,84.9106,202201,5,"25,500",3,2018,문동1길 42,,중개거래,경남 거제시
경상남도 거제시 사등면 사곡리,918,918,0,거제경남아너스빌,59.49,202201,8,"18,800",10,2017,두동로 30,,중개거래,경남 거제시
경상남도 거제시 상동동,735,735,0,대동다숲,73.1692,202201,6,"16,300",10,2005,상동7길 30,,중개거래,경남 거제시
경상남도 거제시 상동동,1041,1041,0,벽산e-솔렌스힐1차,59.9685,202201,5,"17,500",5,2013,상동5길 75-40,,직거래,-
경상남도 거제시 상동동,118-2,118,2,신우스위트빌,59.885,202201,1,"7,350",12,2001,상동1길 31,,중개거래,경남 거제시
경상남도 거제시 상동동,1080,1080,0,힐스테이트거제,84.9608,202201,9,"36,500",16,2018,상동3길 15,,중개거래,경남 거제시
경상남도 거제시 수월동,1040-16,1040,16,엘리유리안103동,84.99,202201,6,"14,900",3,2011,해명로 3-6,,중개거래,경남 거제시
경상남도 거제시 아주동,1657,1657,0,광우보람맨션,84.85,202201,5,"8,300",10,1997,용소4길 5,,중개거래,경남 거제시
경상남도 거제시 아주동,1682,1682,0,덕산아내1차,59.9652,202201,5,"17,500",11,2012,아주로 100-10,,직거래,-
경상남도 거제시 아주동,1660-2,1660,2,신아그린,49.6027,202201,8,"5,300",8,2002,용소3길 16,,중개거래,경남 거제시
경상남도 거제시 아주동,1680-7,1680,7,씨앤스타빌,45.8641,202201,12,"9,450",10,2013,아주로 116-15,,중개거래,경남 거제시
경상남도 거제시 아주동,320-22,320,22,혜성골든타워,52.81,202201,11,"4,800",11,1993,탑곡로 80,,직거래,-
경상남도 거제시 옥포동,1564,1564,0,대원,59.75,202201,4,"5,475",8,1992,거제대로 3801,,중개거래,경남 거제시
경상남도 거제시 옥포동,1279,1279,0,덕산4차,59.94,202201,6,"6,800",5,1990,옥포로 305,,직거래,-
경상남도 거제시 옥포동,878-2,878,2,무지개타운,70.86,202201,1,"10,000",5,1992,성산로 20,,중개거래,경남 거제시
경상남도 거제시 옥포동,547-17,547,17,허브센티움,84.9849,202201,13,"18,300",13,2009,옥포로 179,,중개거래,경남 거제시
경상남도 거제시 일운면 소동리,687,687,0,동성그린,53.0621,202201,7,"6,300",4,2000,반송재로 481-9,,중개거래,경남 거제시
경상남도 거제시 일운면 소동리,687,687,0,동성그린,39.84,202201,11,"3,000",1,2000,반송재로 481-9,,중개거래,대구 달서구
경상남도 거제시 장승포동,631,631,0,장승포주공(마전마을),49.79,202201,5,"5,400",13,1998,장승로 26,,중개거래,경남 거제시
경상남도 거제시 장평동,1212-2,1212,2,거제장평유림노르웨이숲,84.9838,202201,5,"40,200",24,2017,장평1로 7,,중개거래,경남 거제시
경상남도 거제시 장평동,1212-2,1212,2,거제장평유림노르웨이숲,84.9838,202201,10,"39,500",19,2017,장평1로 7,,중개거래,경남 거제시
경상남도 거제시 장평동,01월 13일,13,1,대한1차,84.96,202201,10,"14,100",6,1993,장평로6길 23,,중개거래,경남 거제시
경상남도 거창군 거창읍 김천리,218-11,218,11,제일라이프주택,83.2,202201,14,"11,500",3,1998,장팔길 91,,중개거래,경남 거창군
경상남도 거창군 거창읍 대동리,603-1,603,1,그린맨션B동,74.25,202201,6,"7,500",4,1991,거열로2길 34-14,,직거래,-
경상남도 거창군 거창읍 대동리,13-31,13,31,베어스타운,119.405,202201,7,"21,000",5,1998,동동6길 99,,중개거래,경남 거창군
경상남도 거창군 거창읍 대평리,1518,1518,0,거창코아루에듀시티2단지,59.9844,202201,10,"18,000",2,2016,새동네2길 40,,직거래,-
경상남도 거창군 거창읍 대평리,1067-2,1067,2,세륭,65.3,202201,10,"11,000",4,1989,대평5길 38-8,,직거래,-
경상남도 거창군 거창읍 상림리,85-15,85,15,웰리스,126.588,202201,3,"40,000",3,2009,상동1길 45,,중개거래,경남 거창군
경상남도 거창군 거창읍 상림리,367-3,367,3,현대,84.945,202201,3,"12,250",3,1991,거열로8길 57,,중개거래,경남 거창군
경상남도 고성군 고성읍 동외리,144-2,144,2,디에스아이존빌2차,80.1869,202201,2,"23,000",14,2011,동외로168번길 99,,중개거래,경남 고성군
경상남도 김해시 관동동,1121,1121,0,죽림마을한림풀에버7단지,64.7578,202201,9,"26,000",1,2013,율하3로 100,,중개거래,경남 김해시
경상남도 김해시 관동동,448-1,448,1,팔판마을부영그린타운3차,59.9888,202201,3,"17,200",12,2004,덕정로 68,,중개거래,경남 김해시
경상남도 김해시 관동동,448-1,448,1,팔판마을부영그린타운3차,59.9888,202201,6,"17,200",10,2004,덕정로 68,,중개거래,경남 김해시
경상남도 김해시 관동동,448-1,448,1,팔판마을부영그린타운3차,59.9888,202201,9,"16,000",1,2004,덕정로 68,,중개거래,경남 김해시
경상남도 김해시 관동동,448-1,448,1,팔판마을부영그린타운3차,59.9888,202201,10,"19,500",4,2004,덕정로 68,,직거래,-
경상남도 김해시 관동동,448-1,448,1,팔판마을부영그린타운3차,59.9888,202201,13,"17,400",8,2004,덕정로 68,,중개거래,경남 김해시
경상남도 김해시 관동동,1169,1169,0,힐스테이트김해,84.7596,202201,3,"41,000",9,2019,관동로27번길 39,,중개거래,경남 김해시
경상남도 김해시 관동동,1169,1169,0,힐스테이트김해,59.8814,202201,5,"28,500",3,2019,관동로27번길 39,,중개거래,경남 김해시
경상남도 김해시 구산동,1077,1077,0,구산이진캐스빌1단지,73.1143,202201,10,"31,500",17,2013,김해대로1902번길 88,,중개거래,경남 김해시
경상남도 김해시 구산동,1077,1077,0,구산이진캐스빌1단지,73.1143,202201,12,"33,000",12,2013,김해대로1902번길 88,,중개거래,경남 김해시
경상남도 김해시 구산동,1076,1076,0,구산이진캐스빌2단지,84.9958,202201,7,"39,600",15,2013,김해대로1902번길 62,,중개거래,경남 김해시
경상남도 김해시 구산동,1076,1076,0,구산이진캐스빌2단지,84.9958,202201,8,"41,500",15,2013,김해대로1902번길 62,,중개거래,경남 김해시
경상남도 김해시 내덕동,775,775,0,내덕 서희스타힐스 아파트,74.6002,202201,8,"26,400",13,2016,금관대로 688,,중개거래,경남 김해시
경상남도 김해시 내덕동,775,775,0,내덕 서희스타힐스 아파트,65.792,202201,11,"22,800",3,2016,금관대로 688,,중개거래,경남 김해시
경상남도 김해시 내동,1125-2,1125,2,건영,84.93,202201,9,"26,000",11,1998,우암로 106,,중개거래,경남 김해시
경상남도 김해시 내동,1125-4,1125,4,현대3차,84.96,202201,11,"26,700",14,1998,경원로 21,,중개거래,경남 김해시
경상남도 김해시 대청동,321-1,321,1,갑오마을2단지주공2,51.74,202201,7,"13,000",8,2002,계동로102번길 9,,직거래,-
경상남도 김해시 대청동,334-1,334,1,갑오마을7단지부영10차,59.1074,202201,6,"14,500",4,2002,계동로 76-22,,중개거래,경남 김해시
경상남도 김해시 동상동,1104,1104,0,롯데캐슬가야2단지,152.9775,202201,12,"34,200",2,2005,가야로463번길 14,,중개거래,경남 김해시
경상남도 김해시 무계동,110-3,110,3,백조,84.48,202201,5,"9,500",8,1991,장유로307번길 39-12,,직거래,-
경상남도 김해시 무계동,156-5,156,5,석봉마을10단지대동1,59.88,202201,5,"15,000",23,2000,금관대로599번길 11,,중개거래,경남 김해시
경상남도 김해시 부곡동,800-3,800,3,월산마을4-1단지부영18차,80.8839,202201,5,"15,400",1,2004,월산로 151,,중개거래,경남 김해시
경상남도 김해시 부곡동,881-2,881,2,월산마을8단지부영16차,80.8839,202201,14,"20,000",8,2004,월산로 111-48,,중개거래,부산 수영구
경상남도 김해시 부원동,606-3,606,3,김해 부원역 그린코아 더 센텀,84.6961,202201,13,"54,000",33,2018,김해대로 2349,,중개거래,경남 김해시
경상남도 김해시 부원동,1043,1043,0,부원역푸르지오,84.995,202201,5,"48,000",2,2014,김해대로 2326,,중개거래,경남 김해시
경상남도 김해시 부원동,1043,1043,0,부원역푸르지오,84.983,202201,7,"62,800",4,2014,김해대로 2326,,중개거래,경남 김해시
경상남도 김해시 삼계동,1428-2,1428,2,김해북부7차부영,84.7888,202201,3,"22,000",6,2005,삼계로 248,,중개거래,경남 김해시
경상남도 김해시 삼계동,401,401,0,김해북부두산위브,128.5749,202201,3,"26,700",3,2005,김해대로 1784-27,,중개거래,경남 김해시
경상남도 김해시 삼계동,401,401,0,김해북부두산위브,84.9865,202201,8,"18,300",13,2005,김해대로 1784-27,,중개거래,경남 김해시
경상남도 김해시 삼계동,1428-4,1428,4,분성마을현대I아파트3,77.0945,202201,5,"17,800",9,2003,삼계로 232,,중개거래,경남 김해시
경상남도 김해시 삼계동,1549,1549,0,삼계한라비발디센텀시티,64.3971,202201,4,"24,500",7,2021, ,,중개거래,경남 김해시
경상남도 김해시 삼계동,1549,1549,0,삼계한라비발디센텀시티,75.7607,202201,4,"33,190",21,2021, ,,중개거래,경남 김해시
경상남도 김해시 삼계동,1549,1549,0,삼계한라비발디센텀시티,75.7607,202201,5,"45,000",22,2021, ,,중개거래,경남 김해시
경상남도 김해시 삼계동,1549,1549,0,삼계한라비발디센텀시티,84.9743,202201,5,"36,000",4,2021, ,,중개거래,경남 김해시
경상남도 김해시 삼계동,1439-4,1439,4,화정마을부영1차,84.9814,202201,5,"22,000",6,2002,해반천로168번길 7,,중개거래,경남 김해시
경상남도 김해시 삼계동,1439-4,1439,4,화정마을부영1차,84.9814,202201,12,"21,000",9,2002,해반천로168번길 7,,중개거래,경남 김해시
경상남도 김해시 삼계동,1435,1435,0,화정마을부영6차,49.842,202201,4,"11,000",13,2003,김해대로 1864,,중개거래,경남 김해시
경상남도 김해시 삼계동,1439-5,1439,5,화정마을아이파크가야,101.967,202201,5,"36,500",4,2004,해반천로168번길 23,,중개거래,경남 김해시
경상남도 김해시 삼문동,1266,1266,0,신장유일동미라주더파크아파트,74.9314,202201,7,"29,500",2,2017,장유로334번길 73,,중개거래,경남 김해시
경상남도 김해시 삼문동,Apr-62,62,4,젤미마을4단지부영그린타운7차,84.752,202201,6,"21,900",10,2004,능동로 32,,중개거래,경남 김해시
경상남도 김해시 삼문동,May-61,61,5,젤미마을6단지주공,59.26,202201,3,"17,500",9,2003,번화1로84번길 29,,중개거래,경남 김해시
경상남도 김해시 삼방동,189,189,0,동성,59.94,202201,4,"14,800",4,1991,삼안로 207,,중개거래,경남 김해시
경상남도 김해시 삼방동,691-2,691,2,한일,74.14,202201,6,"10,400",11,1992,삼안로 244,,중개거래,경남 김해시
경상남도 김해시 삼방동,691-2,691,2,한일,84.86,202201,6,"11,700",15,1992,삼안로 244,,중개거래,경남 김해시
경상남도 김해시 삼정동,648-8,648,8,성우메르빌,84.8,202201,4,"15,000",3,2001,인제로25번길 44,,직거래,-
경상남도 김해시 삼정동,597-6,597,6,화인아트1차,84.35,202201,7,"15,300",9,1990,김해대로2463번길 25-1,,직거래,-
경상남도 김해시 신문동,1521,1521,0,장유경동리인하이스트,65.9936,202201,7,"27,800",22,2019,장유로334번길 9,,중개거래,경남 김해시
경상남도 김해시 신문동,530-2,530,2,장유쌍용예가,77.6642,202201,2,"23,000",8,2007,장유로 360,,중개거래,경남 김해시
경상남도 김해시 어방동,499,499,0,대우유토피아,59.99,202201,6,"8,200",11,1994,인제로 167,,중개거래,경남 김해시
경상남도 김해시 어방동,577,577,0,어방화인아파트,59.84,202201,5,"10,000",8,1996,인제로 167-1,,중개거래,경남 김해시
경상남도 김해시 외동,1251,1251,0,내외대동한마음,59.8,202201,5,"17,000",1,1993,함박로101번길 19,,중개거래,경남 김해시
경상남도 김해시 외동,1251,1251,0,내외대동한마음,59.8,202201,9,"18,400",5,1993,함박로101번길 19,,중개거래,경남 김해시
경상남도 김해시 외동,1260-1,1260,1,덕산베스트타운,59.958,202201,10,"17,200",11,1997,함박로119번길 6,,중개거래,경남 김해시
경상남도 김해시 외동,1261-1,1261,1,동일,59.85,202201,1,"17,270",6,1995,함박로 162,,중개거래,경남 김해시
경상남도 김해시 외동,1250-1,1250,1,뜨란채,59.99,202201,7,"17,000",13,1996,우암로 36,,중개거래,경남 김해시
경상남도 김해시 외동,1250-1,1250,1,뜨란채,59.99,202201,14,"15,500",12,1996,우암로 36,,직거래,-
경상남도 김해시 외동,550,550,0,쌍용스윗닷홈,84.979,202201,5,"25,400",5,2005,분성로134번길 7,,중개거래,경남 김해시
경상남도 김해시 율하동,1371,1371,0,신리마을중앙하이츠8단지,128.5692,202201,10,"57,700",7,2009,율하3로 76,,중개거래,경남 김해시
경상남도 김해시 율하동,1317,1317,0,율상마을모아미래도6단지,84.6577,202201,8,"39,500",1,2014,율하1로 90,,중개거래,경남 김해시
경상남도 김해시 율하동,1297,1297,0,율상마을푸르지오3단지(1차),84.965,202201,10,"32,000",2,2008,율하2로 57,,중개거래,경남 김해시
경상남도 김해시 율하동,1297,1297,0,율상마을푸르지오3단지(1차),84.965,202201,12,"36,000",16,2008,율하2로 57,,중개거래,경남 김해시
경상남도 김해시 율하동,1405,1405,0,율현마을율하e-편한세상,84.866,202201,2,"34,900",4,2009,율하2로 198,,중개거래,경남 김해시
경상남도 김해시 주촌면 천곡리,1531,1531,0,김해센텀두산위브더제니스,75.9258,202201,10,"45,000",22,2019,천곡로 26,,직거래,-
경상남도 김해시 주촌면 천곡리,1531,1531,0,김해센텀두산위브더제니스,75.9258,202201,11,"45,500",21,2019,천곡로 26,,중개거래,경남 김해시
경상남도 김해시 주촌면 천곡리,1531,1531,0,김해센텀두산위브더제니스,75.9258,202201,12,"44,900",15,2019,천곡로 26,,중개거래,경남 김해시
경상남도 김해시 주촌면 천곡리,1531,1531,0,김해센텀두산위브더제니스,59.916,202201,12,"36,800",15,2019,천곡로 26,,중개거래,경남 김해시
경상남도 김해시 지내동,67-19,67,19,청솔2차,84.9956,202201,7,"23,000",6,2007,김해대로2725번길 48,,중개거래,경남 김해시
경상남도 김해시 진영읍 여래리,411-1,411,1,금강하우징파크,65.4508,202201,11,"6,500",5,2016,진영산복로 186,,직거래,-
경상남도 김해시 진영읍 여래리,411-1,411,1,금강하우징파크,65.4508,202201,11,"6,000",5,2016,진영산복로 186,,직거래,-
경상남도 김해시 진영읍 여래리,149,149,0,김해진영마루애주상복합,59.9918,202201,6,"12,000",15,2014,진영로 273,,중개거래,경남 김해시
경상남도 김해시 진영읍 여래리,690,690,0,온누리,75.68,202201,8,"9,800",3,1992,여래로19번길 10-20,,중개거래,경남 김해시
경상남도 김해시 진영읍 여래리,790-2,790,2,원창시인의마을,59.942,202201,14,"9,300",5,2004,하계로 415,,중개거래,경남 김해시
경상남도 김해시 진영읍 여래리,747,747,0,현대그린파크맨션,84.53,202201,7,"8,100",14,1996,여래로 46-29,,직거래,-
경상남도 김해시 진영읍 여래리,1012,1012,0,협성휴포레진영,70.0627,202201,5,"19,100",15,2017,진영로 284,,중개거래,경남 김해시
경상남도 김해시 진영읍 진영리,1883,1883,0,신우희가로아파트,74.8552,202201,5,"20,400",14,2016,김해대로332번길 79,,중개거래,"경남 창원의창구, 경남 함안군"
경상남도 김해시 진영읍 진영리,1690,1690,0,중흥에스-클래스에코시티,79.9609,202201,1,"32,000",7,2019,진산대로 59,,중개거래,경남 김해시
경상남도 김해시 진영읍 진영리,1690,1690,0,중흥에스-클래스에코시티,84.774,202201,4,"32,000",10,2019,진산대로 59,,중개거래,경남 김해시
경상남도 김해시 진영읍 진영리,1690,1690,0,중흥에스-클래스에코시티,79.9609,202201,7,"30,000",16,2019,진산대로 59,20220112,직거래,-
경상남도 김해시 진영읍 진영리,1611-3,1611,3,중흥에스-클래스진영1단지,59.9769,202201,3,"16,500",11,2006,장등로 55,,중개거래,경남 김해시
경상남도 김해시 진영읍 진영리,1611-3,1611,3,중흥에스-클래스진영1단지,59.9769,202201,6,"16,700",1,2006,장등로 55,,중개거래,경남 김해시
경상남도 김해시 진영읍 진영리,1611-3,1611,3,중흥에스-클래스진영1단지,59.9769,202201,7,"17,680",14,2006,장등로 55,,중개거래,경남 김해시
경상남도 김해시 진영읍 진영리,598-3,598,3,협성팔레스타운,43.86,202201,3,"6,300",13,2001,김해대로244번길 10,,중개거래,경남 김해시
경상남도 김해시 진영읍 진영리,598-3,598,3,협성팔레스타운,84.86,202201,8,"14,000",12,2001,김해대로244번길 10,,중개거래,경남 김해시
경상남도 김해시 진영읍 진영리,598-3,598,3,협성팔레스타운,74.52,202201,9,"12,700",3,2001,김해대로244번길 10,,중개거래,경남 김해시
