시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
서울특별시 동대문구 답십리동,1014,1014,0,답십리파크자이,49.27,202201,6,"97,700",15,2019,답십리로56길 105,,중개거래,서울 동작구
서울특별시 동대문구 답십리동,530-4,530,4,보광타워,24.46,202201,8,"23,500",8,2019,황물로 90,,중개거래,서울 동대문구
서울특별시 동대문구 장안동,372-12,372,12,아르떼하임,53.34,202201,5,"38,000",9,2019,장한로 107,,중개거래,서울 광진구
서울특별시 동대문구 제기동,1212,1212,0,한신아파트,84.76,202201,3,"95,000",14,2004,고산자로 534,,중개거래,서울 강남구
서울특별시 동작구 대방동,503,503,0,주공2,51.66,202201,7,"86,000",4,1995,여의대방로44길 47,,직거래,-
서울특별시 동작구 대방동,394-2,394,2,진성마블로스,14.4,202201,5,"12,000",9,2011,상도로 63,,중개거래,서울 동작구
서울특별시 동작구 사당동,105,105,0,극동(105),110.14,202201,2,"125,000",12,1993,동작대로29길 119,,중개거래,서울 동작구
서울특별시 동작구 상도동,363-164,363,164,상도휴엔하임,14.7,202201,3,"14,200",10,2016,상도로15길 131,,직거래,-
서울특별시 마포구 공덕동,43,43,0,공덕2삼성래미안,84.94,202201,8,"147,000",3,2004,마포대로20길 26,,중개거래,서울 마포구
서울특별시 마포구 노고산동,01월 03일,1,3,신촌포스빌,32.34,202201,11,"27,000",8,2004,신촌로 150,,중개거래,-
서울특별시 서대문구 남가좌동,377,377,0,DMC래미안클라시스,59.59,202201,10,"95,000",1,2000,증가로 191,,직거래,-
서울특별시 서초구 반포동,1343,1343,0,디에이치반포라클라스,104.988,202201,3,"360,000",25,2021, ,,중개거래,서울 서초구
서울특별시 서초구 반포동,757,757,0,반포주공1단지,107.47,202201,11,"287,000",1,1973,신반포로 45,,직거래,-
서울특별시 서초구 방배동,758-4,758,4,삼호2,127.94,202201,3,"225,000",10,1976,방배로43길 30,,중개거래,서울 서초구
서울특별시 서초구 서초동,1337-3,1337,3,urbanplace,20.998,202201,11,"19,500",4,2014,효령로77길 30,,중개거래,서울 서초구
서울특별시 서초구 서초동,1330,1330,0,서초동삼성쉐르빌2,35.22,202201,6,"30,500",15,2002,강남대로53길 11,,중개거래,서울 서초구
서울특별시 서초구 서초동,1363-25,1363,25,한라비발디스튜디오193,19.99,202201,3,"26,000",9,2013,강남대로39길 15-10,,중개거래,서울 강남구
서울특별시 성동구 응봉동,100,100,0,대림(1차),75.51,202201,1,"144,000",14,1986,독서당로62길 43,,중개거래,서울 성동구
서울특별시 성북구 하월곡동,219,219,0,동신,59.88,202201,4,"66,500",20,1998,오패산로3길 17,,중개거래,서울 성북구
서울특별시 성북구 하월곡동,223,223,0,수산동양빌,83.32,202201,7,"63,500",7,2003,오패산로4길 11,,중개거래,서울 성북구
서울특별시 송파구 방이동,177-2,177,2,리치빌(177-2),176.37,202201,3,"180,000",8,2004,위례성대로 46,,중개거래,서울 강동구
서울특별시 송파구 방이동,197,197,0,신구블레스밸리,145.65,202201,7,"168,000",5,2004,위례성대로12길 25,,중개거래,서울 송파구
서울특별시 송파구 오금동,165,165,0,상아2차아파트,50.72,202201,10,"99,000",10,1988,오금로 407,,중개거래,서울 송파구
서울특별시 송파구 잠실동,22,22,0,리센츠,84.99,202201,2,"250,000",5,2008,올림픽로 135,,중개거래,서울 송파구
서울특별시 양천구 신월동,05월 24일,24,5,강국,60.175,202201,8,"33,500",7,2006,월정로 245,,중개거래,서울 양천구
서울특별시 양천구 신월동,1075,1075,0,목동센트럴아이파크위브1단지,84.98,202201,12,"134,000",11,2020,남부순환로83길 17,,중개거래,서울 양천구
서울특별시 양천구 신월동,1039,1039,0,신월2차보람쉬움,59.46,202201,7,"57,000",8,2005,오목로1길 46,,중개거래,서울 양천구
서울특별시 양천구 신월동,1039,1039,0,신월2차보람쉬움,59.43,202201,8,"57,500",10,2005,오목로1길 46,,중개거래,서울 양천구
서울특별시 양천구 신월동,222-7,222,7,신월성원,59.94,202201,8,"41,000",12,1996,곰달래로2길 16,,중개거래,서울 양천구
서울특별시 양천구 신월동,480-4,480,4,예지보금자리74차,55.69,202201,4,"27,000",2,2014,오목로15길 20-1,,중개거래,서울 양천구
서울특별시 양천구 신정동,972-2,972,2,경동미르웰,14.02,202201,14,"16,500",14,2017,중앙로 286,,직거래,-
서울특별시 양천구 신정동,972-2,972,2,경동미르웰,14.02,202201,14,"13,500",14,2017,중앙로 286,,중개거래,서울 양천구
서울특별시 영등포구 대림동,717,717,0,쌍용플래티넘S,18.24,202201,12,"12,200",9,2013,대림로29길 13,,직거래,-
서울특별시 영등포구 신길동,4942,4942,0,여의도리버뷰,12.96,202201,12,"11,000",5,2012,여의대방로61길 50,,중개거래,서울 영등포구
서울특별시 영등포구 신길동,4942,4942,0,여의도리버뷰,12.96,202201,12,"11,000",4,2012,여의대방로61길 50,,직거래,-
서울특별시 영등포구 영등포동2가,28-117,28,117,이지리움S,12.23,202201,5,"15,000",8,2013,국회대로54길 65,,직거래,-
서울특별시 영등포구 영등포동3가,02월 19일,19,2,포레스트힐시티,13.53,202201,10,"11,000",11,2014,영중로6길 12,,중개거래,서울 영등포구
서울특별시 영등포구 영등포동4가,103,103,0,영등포그랑그루,12.1,202201,12,"13,000",10,2012,문래로 191,,중개거래,서울 영등포구
서울특별시 영등포구 영등포동7가,94-99,94,99,여의휴젠느,35.42,202201,8,"50,000",17,2018,국회대로56길 13,,중개거래,"서울 마포구, 서울 영등포구"
서울특별시 용산구 이촌동,402,402,0,강촌,84.77,202201,5,"210,000",8,1998,이촌로87길 14,,중개거래,서울 용산구
서울특별시 은평구 대조동,179-16,179,16,북한산포레스트,19.08,202201,8,"27,500",10,2021,서오릉로 80-1,,직거래,-
서울특별시 은평구 대조동,179-16,179,16,북한산포레스트,29.02,202201,9,"37,200",11,2021,서오릉로 80-1,,직거래,-
서울특별시 은평구 신사동,140-1,140,1,미성,63.53,202201,4,"59,800",8,1987,증산로15길 35-10,,직거래,-
서울특별시 은평구 응암동,88-16,88,16,남광쉐르빌,80.98,202201,4,"37,800",2,2007,응암로 331-6,,중개거래,서울 은평구
서울특별시 은평구 증산동,173-1,173,1,디오반,14.46,202201,12,"12,300",3,2011,증산로 291,,중개거래,인천 서구
서울특별시 종로구 연지동,163-3,163,3,아르젠종로,18.02,202201,11,"20,000",10,2015,종로31길 54,,직거래,-
서울특별시 중구 신당동,160-5,160,5,신당아르브,18.08,202201,1,"14,000",3,2014,난계로 151,,직거래,-
서울특별시 중랑구 망우동,580,580,0,금호어울림(580),59.96,202201,8,"70,000",4,2006,양원역로 18,,중개거래,서울 중랑구
서울특별시 중랑구 망우동,495,495,0,한일써너스빌리젠시2단지,84.14,202201,2,"70,000",10,2008,용마산로115길 109,,직거래,-
서울특별시 중랑구 면목동,538,538,0,신영,14.43,202201,3,"8,500",4,2013,면목로69길 16,,중개거래,서울 중랑구
서울특별시 중랑구 묵동,245-64,245,64,우성,47.11,202201,10,"30,000",1,1975,동일로149길 15,,중개거래,서울 중랑구
서울특별시 중랑구 상봉동,115-61,115,61,주함해븐타워,15.73,202201,4,"13,000",4,2015,면목로 491,,중개거래,서울 중랑구
서울특별시 중랑구 신내동,799,799,0,광남,44.45,202201,2,"35,000",1,2000,용마산로129길 22,,중개거래,서울 중랑구
세종특별자치시 나성동,759,759,0,블루지움(2-4),27.39,202201,7,"12,000",5,2015,한누리대로 306,,중개거래,세종시
세종특별자치시 나성동,712,712,0,세종퍼스트타워,28.452,202201,10,"9,100",7,2013,한누리대로 211,,중개거래,세종시
세종특별자치시 나성동,739,739,0,세진팰리스,25.99,202201,10,"10,200",4,2015,한누리대로 283,,중개거래,세종시
세종특별자치시 나성동,714,714,0,에스알파크,35.1933,202201,11,"12,700",8,2014,한누리대로 205,,중개거래,세종시
세종특별자치시 나성동,715,715,0,우빈가온,33.29,202201,10,"15,000",6,2015,한누리대로 201,,중개거래,세종시
세종특별자치시 나성동,748,748,0,한스웰시티(CB5-1BL),24.12,202201,11,"12,200",6,2015,한누리대로 237,,중개거래,세종시
세종특별자치시 다정동,916,916,0,가온마을3단지,59.8969,202201,12,"58,000",8,2018,다정북로 109,,중개거래,세종시
세종특별자치시 대평동,668,668,0,해들마을6단지,99.1844,202201,3,"98,000",7,2018,대평로 80,,중개거래,세종시
세종특별자치시 도담동,858,858,0,도램마을 14단지(한림풀에버),99.986,202201,3,"107,000",30,2015,보듬2로 42,,중개거래,세종시
세종특별자치시 도담동,685,685,0,도램마을2단지(웅진스타클래스),44.99,202201,5,"43,000",6,2014,다솜1로 164,,직거래,-
세종특별자치시 보람동,713,713,0,호려울마을10단지(중흥S클래스),109.5334,202201,3,"107,000",3,2016,시청대로 210,,중개거래,세종시
세종특별자치시 새롬동,558,558,0,새뜸마을10단지(더샵힐스테이트),59.9331,202201,13,"65,500",14,2017,새롬중앙로 90,,중개거래,세종시
세종특별자치시 새롬동,599,599,0,새뜸마을2단지(메이저시티),59.9602,202201,1,"49,000",3,2017,새롬남로 17,,중개거래,세종시
세종특별자치시 소담동,594,594,0,새샘마을2단지(한양수자인),84.9787,202201,6,"69,000",20,2016,남세종로 358,,중개거래,세종시
세종특별자치시 소담동,594,594,0,새샘마을2단지(한양수자인),84.9787,202201,12,"70,000",16,2016,남세종로 358,,중개거래,세종시
세종특별자치시 어진동,673,673,0,중흥S클래스센텀뷰한뜰마을6단지,140.2011,202201,10,"80,000",13,2021,다솜로 50,,중개거래,세종시
세종특별자치시 어진동,649,649,0,호수의 아침,17.834,202201,5,"10,100",5,2014,가름로 253,,중개거래,세종시
세종특별자치시 어진동,649,649,0,호수의 아침,17.425,202201,7,"8,700",5,2014,가름로 253,,중개거래,세종시
세종특별자치시 전의면 동교리,197-16,197,16,재동,51.9,202201,13,"8,000",4,1992,동신길 3,,중개거래,세종시
세종특별자치시 전의면 동교리,121-6,121,6,"재동(1,2동)",59.88,202201,11,"9,100",4,1991,동신길 11,,중개거래,세종시
세종특별자치시 조치원읍 교리,12월 01일,12,1,목화,59.9,202201,8,"14,000",4,1994,새내17길 7,,중개거래,충북 청주흥덕구
세종특별자치시 조치원읍 상리,114-1,114,1,굿애플허브,16.823,202201,5,"4,500",2,2013,새내12길 78,,중개거래,세종시
세종특별자치시 조치원읍 신흥리,398,398,0,신흥대우푸르지오,84.9228,202201,7,"40,000",1,2006,도원1로 16,,직거래,-
세종특별자치시 조치원읍 죽림리,393,393,0,조치원신동아파밀리에,121.6838,202201,11,"35,000",5,2008,도장말길 30,,중개거래,세종시
세종특별자치시 조치원읍 침산리,89,89,0,욱일아파트,84.99,202201,3,"34,700",5,1996,충현로 159,,중개거래,세종시
세종특별자치시 종촌동,690,690,0,가재마을5단지,84.9424,202201,3,"60,000",29,2014,도움1로 105,,중개거래,세종시
세종특별자치시 종촌동,690,690,0,가재마을5단지,84.9424,202201,3,"59,800",23,2014,도움1로 105,,중개거래,세종시
세종특별자치시 한솔동,947,947,0,첫마을3단지(퍼스트프라임),119.98,202201,7,"119,000",6,2011,나리1로 16,,중개거래,세종시
울산광역시 남구 달동,118-3,118,3,달동주공1단지,41.85,202201,7,"17,700",7,1993,번영로107번길 22,,중개거래,울산 남구
울산광역시 남구 달동,119-1,119,1,달동주공2단지,38.64,202201,5,"17,150",13,1993,번영로107번길 5,,중개거래,울산 남구
울산광역시 남구 무거동,1537,1537,0,삼익,84.72,202201,6,"27,500",9,1996,장검1길 21-59,20220106,중개거래,울산 남구
울산광역시 남구 무거동,1537,1537,0,삼익,84.72,202201,6,"27,500",9,1996,장검1길 21-59,,중개거래,울산 남구
울산광역시 남구 무거동,488-13,488,13,옥현으뜸마을주공3,59.78,202201,7,"33,500",7,2001,옥현로 34,,중개거래,울산 남구
울산광역시 남구 무거동,488-13,488,13,옥현으뜸마을주공3,84.66,202201,12,"37,000",14,2001,옥현로 34,,중개거래,울산 남구
울산광역시 남구 무거동,477-1,477,1,울산옥현1주공,59.89,202201,7,"28,400",10,2000,옥현로 92-13,,중개거래,울산 남구
울산광역시 남구 무거동,477-1,477,1,울산옥현1주공,59.89,202201,7,"26,500",5,2000,옥현로 92-13,,중개거래,울산 남구
울산광역시 남구 삼산동,183-1,183,1,삼산리버뷰웰가,55.5478,202201,4,"33,000",19,2017,정동로 142,,직거래,-
울산광역시 남구 삼산동,1605-3,1605,3,현대문화1차,59.76,202201,4,"16,900",11,1996,화합로102번길 10,,중개거래,울산 남구
울산광역시 남구 삼산동,1605-3,1605,3,현대문화1차,59.76,202201,8,"17,500",23,1996,화합로102번길 10,,중개거래,울산 남구
울산광역시 남구 상개동,152-6,152,6,상개목화,48.8297,202201,5,"9,000",6,2002,두왕로48번길 18,,중개거래,울산 남구
울산광역시 남구 선암동,640,640,0,진원그랜즈,69.58,202201,5,"13,000",3,1990,두왕로190번길 62,,중개거래,울산 남구
울산광역시 남구 선암동,677-6,677,6,한신청실맨션,60.87,202201,1,"12,500",13,1989,두왕로190번길 23,,중개거래,울산 남구
울산광역시 남구 신정동,1910,1910,0,대공원코아루파크베르,84.4903,202201,10,"57,000",7,2018,문수로 482,,중개거래,울산 남구
울산광역시 남구 신정동,526-10,526,10,미소드리움아파트,80.183,202201,8,"28,700",17,2018,봉월로 144,,중개거래,울산 남구
울산광역시 남구 신정동,594-10,594,10,신정현대홈타운(2),40.8,202201,4,"16,100",19,1999,대암로 82,,중개거래,울산 남구
울산광역시 남구 신정동,594-10,594,10,신정현대홈타운(2),59.9,202201,13,"30,000",6,1999,대암로 82,,중개거래,울산 남구
울산광역시 남구 신정동,851-21,851,21,신정현대홈타운3,81.87,202201,1,"39,500",23,2001,수암로129번길 25,,중개거래,울산 남구
울산광역시 남구 신정동,478-2,478,2,풍진힐그린스카이,84.9208,202201,9,"28,000",4,2018,중앙로290번길 12,,중개거래,울산 남구
울산광역시 남구 신정동,899-1,899,1,한라무지개,84.699,202201,4,"18,000",3,1993,두왕로272번길 17-14,,중개거래,울산 남구
울산광역시 남구 야음동,593-20,593,20,대성,57.2,202201,11,"18,300",4,1981,대암로 123,,중개거래,울산 남구
울산광역시 남구 야음동,789-6,789,6,동부1,59.64,202201,8,"31,800",13,1995,야음로 21,,중개거래,울산 남구
울산광역시 남구 야음동,383-1,383,1,삼한힐파크,59.96,202201,3,"23,000",13,2003,수암로274번길 15,,중개거래,울산 남구
울산광역시 남구 야음동,594-37,594,37,신정현대홈타운(1),81.87,202201,6,"38,000",4,1999,대암로 81,,중개거래,울산 남구
울산광역시 남구 야음동,564-1,564,1,태양한신,138.24,202201,7,"35,000",7,1989,꽃대나리로46번길 38,,중개거래,울산 남구
울산광역시 남구 야음동,538-1,538,1,한라하이타운,59.4,202201,4,"16,450",3,1993,꽃대나리로46번길 7,,중개거래,울산 남구
울산광역시 남구 옥동,185,185,0,서강파크(A~C동),84.24,202201,4,"36,000",12,1989,은월로2번길 39,,중개거래,울산 남구
울산광역시 동구 동부동,672,672,0,남목현대,63.9,202201,12,"8,600",5,1992,남목12길 17,,중개거래,울산 동구
울산광역시 동구 동부동,150,150,0,현대패밀리동부,59.78,202201,8,"12,800",15,1993,안산로 50,,중개거래,울산 동구
울산광역시 동구 방어동,Jan-59,59,1,대왕암엘크루,84.53,202201,2,"39,500",2,2014,등대4길 26,,중개거래,울산 동구
울산광역시 동구 방어동,1007-4,1007,4,스카이빌리지,80.51,202201,1,"14,000",4,2002,화잠7길 26,,직거래,-
울산광역시 동구 방어동,1007-4,1007,4,스카이빌리지,65.91,202201,10,"11,600",8,2002,화잠7길 26,,중개거래,울산 동구
울산광역시 동구 방어동,927-1,927,1,우진비둘기2,140.4,202201,6,"17,000",7,1991,월봉1길 15,,중개거래,울산 동구
울산광역시 동구 방어동,1092-8,1092,8,정우7차센트럴빌,80.4,202201,9,"16,500",3,2003,문재2길 53,,중개거래,울산 동구
울산광역시 동구 방어동,467-5,467,5,화진맨션,49.32,202201,12,"11,500",3,1987,방어진순환도로 527,,직거래,-
울산광역시 동구 서부동,248-24,248,24,서부성원상떼빌,114.03,202201,1,"46,800",8,2005,봉수로 450,,중개거래,울산 동구
울산광역시 동구 서부동,248-24,248,24,서부성원상떼빌,84.85,202201,6,"37,630",10,2005,봉수로 450,,중개거래,울산 동구
울산광역시 동구 서부동,493-1,493,1,우주,59.13,202201,8,"6,500",4,1987,남목5길 45,,중개거래,울산 동구
울산광역시 동구 서부동,238-29,238,29,현대패밀리명덕,59.78,202201,8,"16,600",10,1992,명덕로 30,,중개거래,울산 동구
울산광역시 동구 서부동,257-30,257,30,현대패밀리서부2,49.11,202201,3,"12,970",10,1995,방어진순환도로 999,,중개거래,울산 동구
울산광역시 동구 서부동,257-30,257,30,현대패밀리서부2,59.98,202201,6,"15,000",1,1995,방어진순환도로 999,,중개거래,울산 동구
울산광역시 동구 전하동,768,768,0,늘푸른,59.85,202201,5,"10,800",13,1995,산록길 68,,중개거래,울산 동구
울산광역시 동구 전하동,682-1,682,1,삼전아이필하모니,84.67,202201,12,"21,000",7,2006,방어진순환도로 733,,중개거래,울산 동구
울산광역시 동구 전하동,778,778,0,전하KCC스위첸,77.9798,202201,12,"50,000",8,2020,바드래1길 46,,중개거래,울산 동구
울산광역시 동구 전하동,301-24,301,24,전하동현대홈타운,60,202201,5,"24,700",22,2002,봉수로 370,,중개거래,울산 중구
울산광역시 동구 전하동,640-1,640,1,전하아이파크,101.8828,202201,1,"58,200",18,2012,봉수로 270,,중개거래,울산 동구
울산광역시 동구 전하동,640-1,640,1,전하아이파크,84.983,202201,2,"47,000",18,2012,봉수로 270,,중개거래,울산 동구
울산광역시 동구 화정동,854-4,854,4,상아,65.76,202201,10,"11,500",1,1990,양지5길 12-15,,직거래,-
울산광역시 동구 화정동,655-11,655,11,야우쉐르빌,40.135,202201,10,"5,000",3,2004,등대로 8-4,,중개거래,울산 동구
울산광역시 동구 화정동,851,851,0,현대파라다이스1,55.53,202201,8,"11,200",6,1992,봉수로 110,,중개거래,울산 동구
울산광역시 동구 화정동,949,949,0,힐스테이트 이스턴베이,68.9796,202201,5,"41,000",10,2015,화진길 100,,중개거래,울산 북구
울산광역시 북구 달천동,107,107,0,그린카운티1,59.8237,202201,3,"18,700",9,2004,달천로 119,,중개거래,울산 북구
울산광역시 북구 달천동,107-1,107,1,그린카운티2,83.9989,202201,11,"25,300",14,2004,달천로 109,,중개거래,울산 북구
울산광역시 북구 달천동,107-7,107,7,그린카운티3,120.158,202201,13,"28,800",1,2005,달천로 95,,중개거래,울산 북구
울산광역시 북구 달천동,107-6,107,6,그린카운티4,59.8237,202201,6,"17,000",11,2005,달천로 100,,중개거래,울산 북구
울산광역시 북구 달천동,887,887,0,달천아이파크2차(3단지),84.952,202201,8,"35,900",20,2008,달천로 103-20,,중개거래,울산 북구
울산광역시 북구 매곡동,897,897,0,드림인시티에일린의뜰1차,84.9044,202201,3,"47,500",31,2017,호계매곡1로 31,,중개거래,울산 북구
울산광역시 북구 매곡동,897,897,0,드림인시티에일린의뜰1차,84.9044,202201,11,"46,500",8,2017,호계매곡1로 31,,중개거래,울산 북구
울산광역시 북구 매곡동,895,895,0,드림인시티에일린의뜰2차,84.9044,202201,7,"47,800",20,2017,호계매곡1로 32,,중개거래,울산 북구
울산광역시 북구 매곡동,895,895,0,드림인시티에일린의뜰2차,84.8412,202201,8,"47,800",27,2017,호계매곡1로 32,,중개거래,울산 북구
울산광역시 북구 매곡동,895,895,0,드림인시티에일린의뜰2차,84.8412,202201,13,"47,550",7,2017,호계매곡1로 32,,중개거래,울산 북구
울산광역시 북구 매곡동,963,963,0,매곡에듀파크에일린의뜰,84.9939,202201,4,"42,500",5,2021,신천로 103,,직거래,-
울산광역시 북구 매곡동,963,963,0,매곡에듀파크에일린의뜰,59.9945,202201,5,"32,950",14,2021,신천로 103,,중개거래,울산 북구
울산광역시 북구 매곡동,963,963,0,매곡에듀파크에일린의뜰,59.9945,202201,7,"29,500",13,2021,신천로 103,,직거래,-
울산광역시 북구 매곡동,963,963,0,매곡에듀파크에일린의뜰,84.9939,202201,7,"46,000",8,2021,신천로 103,,중개거래,울산 북구
울산광역시 북구 매곡동,963,963,0,매곡에듀파크에일린의뜰,84.9939,202201,12,"42,600",13,2021,신천로 103,,중개거래,울산 북구
울산광역시 북구 매곡동,917,917,0,오토밸리로효성해링턴플레이스아파트,84.7991,202201,8,"38,000",8,2016,신천로 105,,중개거래,울산 북구
울산광역시 북구 매곡동,864,864,0,월드메르디앙월드시티,84.6122,202201,6,"36,100",21,2011,매산로 65,,중개거래,울산 북구
울산광역시 북구 매곡동,864,864,0,월드메르디앙월드시티,104.1191,202201,13,"41,900",7,2011,매산로 66,,중개거래,울산 북구
울산광역시 북구 매곡동,864,864,0,월드메르디앙월드시티,84.8844,202201,13,"34,500",24,2011,매산로 65,,중개거래,울산 북구
울산광역시 북구 매곡동,542-22,542,22,정림은하수타운,59.75,202201,4,"9,000",4,1996,매곡로 97-8,,직거래,-
울산광역시 북구 명촌동,BL 126--1,126,1,평창리비에르1차,84.3909,202201,1,"29,000",8,2002,명촌10길 22,,중개거래,울산 북구
울산광역시 북구 명촌동,BL-115,115,0,평창리비에르3차,84.9841,202201,5,"27,200",6,2003,명촌15길 10,,중개거래,"울산 북구, 울산 중구"
울산광역시 북구 산하동,BL-1-1,1,1,울산블루마시티2차푸르지오,59.7799,202201,12,"26,300",23,2015,강동산하2로 43,,중개거래,울산 북구
울산광역시 북구 산하동,968-2,968,2,힐스테이트강동,84.7669,202201,12,"36,000",9,2017,강동산하5로 52,,중개거래,울산 북구
울산광역시 북구 상안동,411,411,0,쌍용아진그린3,84.93,202201,3,"22,500",11,1996,아진로 115,,중개거래,울산 북구
울산광역시 북구 상안동,411,411,0,쌍용아진그린3,59.98,202201,12,"17,800",12,1996,아진로 115,,중개거래,울산 북구
울산광역시 북구 상안동,381-1,381,1,쌍용아진그린타운2,84.93,202201,3,"22,500",4,1996,아진로 75,,중개거래,울산 북구
울산광역시 북구 신천동,786,786,0,울산신천엠코타운,145.0312,202201,12,"52,000",15,2010,신천소공원로 15,,중개거래,울산 북구
울산광역시 북구 신천동,358-9,358,9,협성노블리스,59.945,202201,8,"18,400",7,2003,호계로 309-20,,중개거래,울산 북구
울산광역시 북구 신천동,358-9,358,9,협성노블리스,84.93,202201,8,"26,400",6,2003,호계로 309-20,,중개거래,울산 북구
울산광역시 북구 양정동,500-33,500,33,양정힐스테이트,84.957,202201,6,"30,750",10,2007,염포로 459,,중개거래,울산 북구
울산광역시 북구 연암동,370,370,0,LG진로,59.94,202201,4,"23,800",2,1995,두부곡4길 17,,중개거래,울산 북구
울산광역시 북구 염포동,282-1,282,1,성은,65.88,202201,12,"8,000",3,1992,새장터8길 29-3,,중개거래,울산 북구
울산광역시 북구 염포동,326,326,0,염포성원상떼빌,84.69,202201,1,"25,000",20,2004,염포로 685,,중개거래,울산 북구
울산광역시 북구 정자동,3,3,0,벽산블루밍,59.94,202201,13,"12,700",3,1993,동해안로 1502,,중개거래,울산 북구
울산광역시 북구 중산동,가-,0,0,U-스타시티일동미라주더스타2단지,73.4718,202201,9,"35,800",21,2018,중산로 47,,중개거래,울산 북구
울산광역시 북구 중산동,200,200,0,디아채,84.9921,202201,3,"25,000",15,2007,중산동로 37,,중개거래,울산 북구
울산광역시 북구 중산동,691,691,0,삼진아파트,59.79,202201,3,"5,750",7,1999,이화1길 29-1,,직거래,-
울산광역시 북구 중산동,617,617,0,현대글로리아,59.265,202201,7,"6,000",4,1996,이화5길 23,,직거래,-
울산광역시 북구 천곡동,940-6,940,6,대동한마음타운,59.79,202201,10,"10,500",15,1998,천곡길 165,,중개거래,울산 북구
울산광역시 북구 천곡동,418,418,0,삼성코아루,84.921,202201,8,"27,300",5,2005,천곡남로 37,,중개거래,울산 북구
울산광역시 북구 천곡동,418,418,0,삼성코아루,84.921,202201,8,"29,300",12,2005,천곡남로 37,,중개거래,울산 북구
울산광역시 북구 천곡동,410-1,410,1,쌍용아진그린4,84.92,202201,8,"20,500",14,1998,천곡남로 38,,중개거래,울산 북구
울산광역시 북구 천곡동,940-1,940,1,우방,49.5,202201,4,"5,300",3,1998,천곡길 199,,중개거래,울산 북구
울산광역시 북구 천곡동,1020-21,1020,21,일지리버타워,58.95,202201,5,"6,000",11,1993,천곡길 51-6,20220106,직거래,-
울산광역시 북구 화봉동,1463,1463,0,화봉쌍용예가,84.98,202201,8,"49,900",9,2014,화동로 11,,중개거래,"울산 남구, 울산 북구"
울산광역시 북구 화봉동,1463,1463,0,화봉쌍용예가,84.96,202201,8,"45,500",6,2014,화동로 11,,중개거래,울산 북구
울산광역시 북구 화봉동,1471,1471,0,화봉휴먼시아,84.95,202201,6,"36,400",9,2009,화산로 19,,중개거래,울산 북구
울산광역시 북구 화봉동,1471,1471,0,화봉휴먼시아,84.95,202201,7,"38,500",12,2009,화산로 19,,중개거래,울산 북구
울산광역시 북구 화봉동,639-1,639,1,효성.삼환아파트,59.985,202201,3,"19,200",10,1996,통샘10길 9,,중개거래,울산 북구
울산광역시 북구 화봉동,639-1,639,1,효성.삼환아파트,84.96,202201,5,"26,000",6,1996,통샘10길 9,,중개거래,울산 북구
울산광역시 북구 화봉동,639-1,639,1,효성.삼환아파트,59.985,202201,8,"16,750",1,1996,통샘10길 9,,중개거래,울산 북구
울산광역시 울주군 범서읍 구영리,204-1,204,1,구영1차우미린,123.5365,202201,14,"59,900",18,2007,구영로 75-9,,중개거래,울산 남구
울산광역시 울주군 범서읍 구영리,856,856,0,구영강변디아채,120.3622,202201,11,"43,000",1,2008,점촌4길 9,,직거래,-
울산광역시 울주군 범서읍 구영리,205,205,0,동문굿모닝힐,69.7496,202201,11,"38,500",13,2007,구영로 75-25,,중개거래,울산 울주군
울산광역시 울주군 범서읍 천상리,324-2,324,2,경동태원하이빌,59.961,202201,8,"12,700",17,2001,천상길 43,,중개거래,울산 울주군
울산광역시 울주군 범서읍 천상리,645,645,0,디아채,84.87,202201,8,"20,500",7,1997,천상2길 16,,중개거래,울산 울주군
울산광역시 울주군 범서읍 천상리,149,149,0,문수산아드리아,67.4655,202201,3,"24,600",14,2016,대동1길 7,,중개거래,울산 울주군
울산광역시 울주군 범서읍 천상리,268,268,0,문수애시앙1단지,116.25,202201,9,"54,000",7,2014,대동길 21,,중개거래,울산 울주군
울산광역시 울주군 범서읍 천상리,608-6,608,6,아름아이필,84.9787,202201,4,"22,000",6,2003,천상4길 3,,중개거래,울산 울주군
울산광역시 울주군 범서읍 천상리,259-5,259,5,천상극동,84.84,202201,3,"19,800",8,1998,대동길 50,,중개거래,울산 울주군
울산광역시 울주군 범서읍 천상리,578,578,0,청구(그린타운)1차,84.86,202201,10,"20,000",8,1998,평천길 94,,중개거래,울산 울주군
울산광역시 울주군 범서읍 천상리,574-1,574,1,청구(천상그린타운)2차,59.82,202201,3,"12,000",24,2000,평천길 82,,중개거래,울산 울주군
울산광역시 울주군 범서읍 천상리,574-1,574,1,청구(천상그린타운)2차,59.82,202201,13,"12,500",18,2000,평천길 82,,중개거래,울산 울주군
울산광역시 울주군 범서읍 천상리,651,651,0,청구제네스,60,202201,6,"15,700",14,2002,천상5길 22-6,,중개거래,울산 울주군
울산광역시 울주군 범서읍 천상리,646,646,0,한라그린피스,73.8,202201,5,"17,700",14,1998,천상3길 20,,중개거래,울산 울주군
울산광역시 울주군 삼남읍 교동리,1678,1678,0,경동우신알프스타운,45.2457,202201,3,"7,600",9,2015,작괘들길 41,,중개거래,울산 울주군
울산광역시 울주군 삼남읍 교동리,1678,1678,0,경동우신알프스타운,45.1429,202201,8,"7,100",5,2015,작괘들길 41,,중개거래,울산 울주군
